Code,Cause,Country,iso3,year,Sex,Age Group,Population,Deaths,Death rate,DALY,DALY rate per 100 000 population
390,Lower respiratory infections,Bhutan,BTN,2017,BTSX,ALLAges,745563,173.49,23.27,7417.94,994.94
1230,Cirrhosis of the liver,Bhutan,BTN,2017,BTSX,ALLAges,745563,159.9,21.45,5162.54,692.44
800,Diabetes mellitus,Bhutan,BTN,2017,BTSX,ALLAges,745563,149.88,20.1,5457.37,731.98
1270,Kidney diseases,Bhutan,BTN,2017,BTSX,ALLAges,745563,139.36,18.69,4160.38,558.02
30,Tuberculosis,Bhutan,BTN,2017,BTSX,ALLAges,745563,118.25,15.86,6654.7,892.57
1530,Road injury,Bhutan,BTN,2017,BTSX,ALLAges,745563,116.88,15.68,8098.61,1086.24
640,Stomach cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,112.81,15.13,3053.36,409.54
1550,Falls,Bhutan,BTN,2017,BTSX,ALLAges,745563,103.64,13.9,3733.47,500.76
950,Alzheimer disease and other dementias,Bhutan,BTN,2017,BTSX,ALLAges,745563,93.69,12.57,1477.31,198.15
1190,Asthma,Bhutan,BTN,2017,BTSX,ALLAges,745563,76.71,10.29,1926.23,258.36
100,HIV/AIDS,Bhutan,BTN,2017,BTSX,ALLAges,745563,75,10.06,3695.16,495.62
1120,Hypertensive heart disease,Bhutan,BTN,2017,BTSX,ALLAges,745563,71.88,9.64,1229.67,164.93
1110,Rheumatic heart disease,Bhutan,BTN,2017,BTSX,ALLAges,745563,67.01,8.99,2114.47,283.61
1400,Congenital anomalies,Bhutan,BTN,2017,BTSX,ALLAges,745563,53.35,7.16,5052.87,677.73
1575,Exposure to mechanical forces,Bhutan,BTN,2017,BTSX,ALLAges,745563,50.89,6.83,3465.19,464.77
630,Oesophagus cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,41.05,5.51,1066.39,143.03
680,"Trachea, bronchus, lung cancers",Bhutan,BTN,2017,BTSX,ALLAges,745563,40.86,5.48,1275.2,171.04
620,Mouth and oropharynx cancers,Bhutan,BTN,2017,BTSX,ALLAges,745563,40.08,5.38,1195.02,160.28
1220,Peptic ulcer disease,Bhutan,BTN,2017,BTSX,ALLAges,745563,38.04,5.1,858.83,115.19
1610,Self-harm,Bhutan,BTN,2017,BTSX,ALLAges,745563,34.22,4.59,1575.74,211.35
660,Liver cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,32.73,4.39,861.26,115.52
1242,Paralytic ileus and intestinal obstruction,Bhutan,BTN,2017,BTSX,ALLAges,745563,30.96,4.15,958.21,128.52
710,Cervix uteri cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,29.29,3.93,1108.15,148.63
960,Parkinson disease,Bhutan,BTN,2017,BTSX,ALLAges,745563,28.51,3.82,447.64,60.04
180,Encephalitis,Bhutan,BTN,2017,BTSX,ALLAges,745563,27.98,3.75,1267.5,170.01
650,Colon and rectum cancers,Bhutan,BTN,2017,BTSX,ALLAges,745563,22.2,2.98,705.43,94.62
1570,Drowning,Bhutan,BTN,2017,BTSX,ALLAges,745563,21.38,2.87,1315.49,176.44
170,Meningitis,Bhutan,BTN,2017,BTSX,ALLAges,745563,18.12,2.43,1084.31,145.44
670,Pancreas cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,18.07,2.42,438.43,58.81
770,Leukaemia,Bhutan,BTN,2017,BTSX,ALLAges,745563,17.67,2.37,728.34,97.69
1620,Interpersonal violence,Bhutan,BTN,2017,BTSX,ALLAges,745563,14.73,1.98,1294.21,173.59
970,Epilepsy,Bhutan,BTN,2017,BTSX,ALLAges,745563,13.86,1.86,1549.96,207.89
730,Ovary cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,13.15,1.76,426.73,57.24
752,Gallbladder and biliary tract cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,11.26,1.51,326.41,43.78
1248,Pancreatitis,Bhutan,BTN,2017,BTSX,ALLAges,745563,10.3,1.38,320.57,43
50,Syphilis,Bhutan,BTN,2017,BTSX,ALLAges,745563,9.89,1.33,880.82,118.14
420,Maternal conditions,Bhutan,BTN,2017,BTSX,ALLAges,745563,9.83,1.32,779.48,104.55
690,Melanoma and other skin cancers,Bhutan,BTN,2017,BTSX,ALLAges,745563,8.52,1.14,208.9,28.02
753,Larynx cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,7.92,1.06,210.18,28.19
1560,"Fire, heat and hot substances",Bhutan,BTN,2017,BTSX,ALLAges,745563,7.89,1.06,492.26,66.03
700,Breast cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,7.44,1,294.39,39.49
751,Brain and nervous system cancers,Bhutan,BTN,2017,BTSX,ALLAges,745563,7.35,0.99,139.06,18.65
1150,"Cardiomyopathy, myocarditis, endocarditis",Bhutan,BTN,2017,BTSX,ALLAges,745563,7.23,0.97,198.91,26.68
1330,Skin diseases,Bhutan,BTN,2017,BTSX,ALLAges,745563,6.95,0.93,1896.82,254.41
870,Drug use disorders,Bhutan,BTN,2017,BTSX,ALLAges,745563,6.45,0.87,844.95,113.33
750,Bladder cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,5.98,0.8,141.35,18.96
754,Thyroid cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,5.86,0.79,172.75,23.17
860,Alcohol use disorders,Bhutan,BTN,2017,BTSX,ALLAges,745563,5.7,0.76,2720.29,364.86
186,Acute hepatitis A,Bhutan,BTN,2017,BTSX,ALLAges,745563,5.2,0.7,325.18,43.62
1240,Appendicitis,Bhutan,BTN,2017,BTSX,ALLAges,745563,5.12,0.69,294.36,39.48
1350,Rheumatoid arthritis,Bhutan,BTN,2017,BTSX,ALLAges,745563,4.92,0.66,316.29,42.42
1246,Gallbladder and biliary diseases,Bhutan,BTN,2017,BTSX,ALLAges,745563,4.93,0.66,205.29,27.53
320,Rabies,Bhutan,BTN,2017,BTSX,ALLAges,745563,4.41,0.59,214.4,28.76
190,Acute hepatitis B,Bhutan,BTN,2017,BTSX,ALLAges,745563,4.24,0.57,237.02,31.79
760,"Lymphomas, multiple myeloma",Bhutan,BTN,2017,BTSX,ALLAges,745563,4.21,0.56,100.19,13.44
550,Protein-energy malnutrition,Bhutan,BTN,2017,BTSX,ALLAges,745563,3.98,0.53,567.97,76.18
150,Measles,Bhutan,BTN,2017,BTSX,ALLAges,745563,3.39,0.45,296.07,39.71
740,Prostate cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,3.25,0.44,82.49,11.06
300,Dengue,Bhutan,BTN,2017,BTSX,ALLAges,745563,3.19,0.43,180.52,24.21
1244,Inflammatory bowel disease,Bhutan,BTN,2017,BTSX,ALLAges,745563,2.85,0.38,94.53,12.68
1505,Sudden infant death syndrome,Bhutan,BTN,2017,BTSX,ALLAges,745563,2.66,0.36,238.09,31.93
1241,Gastritis and duodenitis,Bhutan,BTN,2017,BTSX,ALLAges,745563,2.1,0.28,199.65,26.78
1540,Poisonings,Bhutan,BTN,2017,BTSX,ALLAges,745563,2.01,0.27,138.03,18.51
745,Kidney cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,1.93,0.26,36.8,4.94
1320,Gynecological diseases,Bhutan,BTN,2017,BTSX,ALLAges,745563,1.88,0.25,2872.71,385.31
160,Tetanus,Bhutan,BTN,2017,BTSX,ALLAges,745563,1.54,0.21,98.06,13.15
130,Whooping cough,Bhutan,BTN,2017,BTSX,ALLAges,745563,1.22,0.16,107.6,14.43
400,Upper respiratory infections,Bhutan,BTN,2017,BTSX,ALLAges,745563,1.1,0.15,593.39,79.59
260,Leishmaniasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,1.04,0.14,73.65,9.88
200,Acute hepatitis C,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.99,0.13,51.38,6.89
980,Multiple sclerosis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.94,0.13,48.39,6.49
1290,Urolithiasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.73,0.1,44.49,5.97
811,Thalassaemias,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.77,0.1,553.13,74.19
295,Echinococcosis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.62,0.08,34.02,4.56
70,Gonorrhoea,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.29,0.04,22.22,2.98
205,Acute hepatitis E,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.19,0.03,13.62,1.83
340,Ascariasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.2,0.03,62.92,8.44
285,Cysticercosis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.13,0.02,74.9,10.05
60,Chlamydia,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.1,0.01,32.44,4.35
410,Otitis media,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.05,0.01,286.47,38.42
1630,Collective violence and legal intervention,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.08,0.01,14.3,1.92
1580,Natural disasters,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,122.04,16.37
1310,Infertility,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,314,42.12
1280,Benign prostatic hyperplasia,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,131.07,17.58
1470,Oral conditions,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,1667.03,223.59
1360,Osteoarthritis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,971.88,130.36
1370,Gout,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,75.25,10.09
1380,Back and neck pain,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,3351.15,449.48
990,Migraine,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,2628.81,352.59
1000,Non-migraine headache,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,373.87,50.15
1030,Glaucoma,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,72.6,9.74
1040,Cataracts,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,325.95,43.72
1050,Uncorrected refractive errors,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,2508.5,336.46
1060,Macular degeneration,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,58.47,7.84
1070,Other vision loss,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,338.9,45.46
1080,Other hearing loss,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,3174.18,425.74
742,Testicular cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,1.21,0.16
720,Corpus uteri cancer,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,3.4,0.46
812,Sickle cell disorders and trait,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.03,0,62,8.32
830,Depressive disorders,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,4871.33,653.38
840,Bipolar disorder,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,648.36,86.96
850,Schizophrenia,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,1407.88,188.83
880,Anxiety disorders,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,2338.36,313.64
890,Eating disorders,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.01,0,269.31,36.12
900,Autism and Asperger syndrome,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,347.5,46.61
910,Childhood behavioural disorders,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,524.04,70.29
920,Idiopathic intellectual disability,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,901.43,120.91
755,Mesothelioma,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0.61,0.08
80,Trichomoniasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,15.58,2.09
85,Genital herpes,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,12.06,1.62
140,Diphtheria,Bhutan,BTN,2017,BTSX,ALLAges,745563,0.02,0,1.71,0.23
220,Malaria,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,18.63,2.5
230,African trypanosomiasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
240,Chagas disease,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
250,Schistosomiasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
310,Trachoma,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
315,Yellow fever,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
270,Lymphatic filariasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
280,Onchocerciasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
350,Trichuriasis,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,1.43,0.19
360,Hookworm disease,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,78.76,10.56
362,Food-bourne trematodes,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,0,0
365,Leprosy,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,2.58,0.35
560,Iodine deficiency,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,46.54,6.24
570,Vitamin A deficiency,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,120.37,16.14
580,Iron-deficiency anaemia,Bhutan,BTN,2017,BTSX,ALLAges,745563,0,0,7363.46,987.64
1130,Ischaemic heart disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,676.09,89.62,13799.12,1829.16
1180,Chronic obstructive pulmonary disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,508.8,67.44,10336,1370.1
1140,Stroke,Bhutan,BTN,2018,BTSX,ALLAges,754396,350.16,46.42,7300.74,967.76
490,Neonatal conditions,Bhutan,BTN,2018,BTSX,ALLAges,754396,184.55,24.46,19259.78,2553.01
390,Lower respiratory infections,Bhutan,BTN,2018,BTSX,ALLAges,754396,176.27,23.37,7338.66,972.79
110,Diarrhoeal diseases,Bhutan,BTN,2018,BTSX,ALLAges,754396,173.98,23.06,7928.42,1050.96
1230,Cirrhosis of the liver,Bhutan,BTN,2018,BTSX,ALLAges,754396,162.65,21.56,5202.06,689.57
800,Diabetes mellitus,Bhutan,BTN,2018,BTSX,ALLAges,754396,156.84,20.79,5683.63,753.4
1270,Kidney diseases,Bhutan,BTN,2018,BTSX,ALLAges,754396,144.03,19.09,4255.25,564.06
30,Tuberculosis,Bhutan,BTN,2018,BTSX,ALLAges,754396,123.2,16.33,6847.13,907.63
1530,Road injury,Bhutan,BTN,2018,BTSX,ALLAges,754396,120.15,15.93,8254.67,1094.21
640,Stomach cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,115.46,15.3,3123.1,413.99
1550,Falls,Bhutan,BTN,2018,BTSX,ALLAges,754396,107.53,14.25,3837.62,508.7
950,Alzheimer disease and other dementias,Bhutan,BTN,2018,BTSX,ALLAges,754396,99.31,13.16,1549.67,205.42
1190,Asthma,Bhutan,BTN,2018,BTSX,ALLAges,754396,77.2,10.23,1926.68,255.39
1120,Hypertensive heart disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,74.18,9.83,1255.85,166.47
100,HIV/AIDS,Bhutan,BTN,2018,BTSX,ALLAges,754396,68,9.01,3298.31,437.21
1110,Rheumatic heart disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,67.32,8.92,2098.93,278.23
1400,Congenital anomalies,Bhutan,BTN,2018,BTSX,ALLAges,754396,52.18,6.92,4950.3,656.19
1575,Exposure to mechanical forces,Bhutan,BTN,2018,BTSX,ALLAges,754396,50.42,6.68,3424.65,453.96
680,"Trachea, bronchus, lung cancers",Bhutan,BTN,2018,BTSX,ALLAges,754396,42.44,5.63,1327.7,176
630,Oesophagus cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,42.41,5.62,1099.14,145.7
620,Mouth and oropharynx cancers,Bhutan,BTN,2018,BTSX,ALLAges,754396,41.61,5.52,1234.93,163.7
1220,Peptic ulcer disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,38.29,5.08,852.75,113.04
1610,Self-harm,Bhutan,BTN,2018,BTSX,ALLAges,754396,34.78,4.61,1588.56,210.57
660,Liver cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,33.86,4.49,890.43,118.03
1242,Paralytic ileus and intestinal obstruction,Bhutan,BTN,2018,BTSX,ALLAges,754396,31.53,4.18,956.49,126.79
960,Parkinson disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,29.94,3.97,466.72,61.87
710,Cervix uteri cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,29.9,3.96,1130.11,149.8
180,Encephalitis,Bhutan,BTN,2018,BTSX,ALLAges,754396,28.06,3.72,1247.82,165.41
650,Colon and rectum cancers,Bhutan,BTN,2018,BTSX,ALLAges,754396,23.2,3.08,735.87,97.54
1570,Drowning,Bhutan,BTN,2018,BTSX,ALLAges,754396,21.09,2.8,1284.55,170.28
670,Pancreas cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,19,2.52,461.65,61.19
1620,Interpersonal violence,Bhutan,BTN,2018,BTSX,ALLAges,754396,18.48,2.45,1501.62,199.05
770,Leukaemia,Bhutan,BTN,2018,BTSX,ALLAges,754396,18.25,2.42,733.8,97.27
170,Meningitis,Bhutan,BTN,2018,BTSX,ALLAges,754396,17.73,2.35,1045.55,138.59
970,Epilepsy,Bhutan,BTN,2018,BTSX,ALLAges,754396,13.91,1.84,1551.14,205.61
730,Ovary cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,13.76,1.82,446.89,59.24
752,Gallbladder and biliary tract cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,11.66,1.55,338.06,44.81
1248,Pancreatitis,Bhutan,BTN,2018,BTSX,ALLAges,754396,10.51,1.39,323.99,42.95
50,Syphilis,Bhutan,BTN,2018,BTSX,ALLAges,754396,10.42,1.38,927.84,122.99
420,Maternal conditions,Bhutan,BTN,2018,BTSX,ALLAges,754396,9.49,1.26,750.66,99.5
690,Melanoma and other skin cancers,Bhutan,BTN,2018,BTSX,ALLAges,754396,8.88,1.18,217.5,28.83
753,Larynx cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,8.15,1.08,216.39,28.68
1560,"Fire, heat and hot substances",Bhutan,BTN,2018,BTSX,ALLAges,754396,7.92,1.05,489.31,64.86
751,Brain and nervous system cancers,Bhutan,BTN,2018,BTSX,ALLAges,754396,7.67,1.02,142.98,18.95
700,Breast cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,7.7,1.02,306.56,40.64
1150,"Cardiomyopathy, myocarditis, endocarditis",Bhutan,BTN,2018,BTSX,ALLAges,754396,7.46,0.99,202.23,26.81
1330,Skin diseases,Bhutan,BTN,2018,BTSX,ALLAges,754396,7.13,0.95,1911.52,253.38
870,Drug use disorders,Bhutan,BTN,2018,BTSX,ALLAges,754396,6.65,0.88,859.77,113.97
750,Bladder cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,6.25,0.83,147.64,19.57
754,Thyroid cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,5.99,0.79,177.19,23.49
860,Alcohol use disorders,Bhutan,BTN,2018,BTSX,ALLAges,754396,5.84,0.77,2698.84,357.75
1350,Rheumatoid arthritis,Bhutan,BTN,2018,BTSX,ALLAges,754396,5.12,0.68,328.34,43.52
1246,Gallbladder and biliary diseases,Bhutan,BTN,2018,BTSX,ALLAges,754396,5.09,0.67,208.89,27.69
1240,Appendicitis,Bhutan,BTN,2018,BTSX,ALLAges,754396,5.07,0.67,290.34,38.49
186,Acute hepatitis A,Bhutan,BTN,2018,BTSX,ALLAges,754396,4.89,0.65,304.43,40.35
760,"Lymphomas, multiple myeloma",Bhutan,BTN,2018,BTSX,ALLAges,754396,4.4,0.58,103.3,13.69
190,Acute hepatitis B,Bhutan,BTN,2018,BTSX,ALLAges,754396,4.18,0.55,232.09,30.77
320,Rabies,Bhutan,BTN,2018,BTSX,ALLAges,754396,4.02,0.53,193.61,25.66
550,Protein-energy malnutrition,Bhutan,BTN,2018,BTSX,ALLAges,754396,3.79,0.5,586.18,77.7
740,Prostate cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,3.31,0.44,84.46,11.2
300,Dengue,Bhutan,BTN,2018,BTSX,ALLAges,754396,3.28,0.43,182.11,24.14
1244,Inflammatory bowel disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,2.91,0.39,95.9,12.71
1505,Sudden infant death syndrome,Bhutan,BTN,2018,BTSX,ALLAges,754396,2.59,0.34,232.05,30.76
1241,Gastritis and duodenitis,Bhutan,BTN,2018,BTSX,ALLAges,754396,2.12,0.28,203.34,26.95
745,Kidney cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,2.09,0.28,39.53,5.24
1540,Poisonings,Bhutan,BTN,2018,BTSX,ALLAges,754396,1.98,0.26,135.25,17.93
1320,Gynecological diseases,Bhutan,BTN,2018,BTSX,ALLAges,754396,1.9,0.25,2919.8,387.04
150,Measles,Bhutan,BTN,2018,BTSX,ALLAges,754396,1.46,0.19,128.52,17.04
160,Tetanus,Bhutan,BTN,2018,BTSX,ALLAges,754396,1.45,0.19,92.61,12.28
130,Whooping cough,Bhutan,BTN,2018,BTSX,ALLAges,754396,1.09,0.14,96.19,12.75
400,Upper respiratory infections,Bhutan,BTN,2018,BTSX,ALLAges,754396,1.08,0.14,596.92,79.13
980,Multiple sclerosis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.97,0.13,49.76,6.6
200,Acute hepatitis C,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.97,0.13,49.76,6.6
260,Leishmaniasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,1,0.13,70.87,9.39
1290,Urolithiasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.75,0.1,45.57,6.04
811,Thalassaemias,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.75,0.1,549.98,72.9
295,Echinococcosis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.56,0.07,31.35,4.16
70,Gonorrhoea,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.29,0.04,22.27,2.95
340,Ascariasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.2,0.03,62.65,8.3
205,Acute hepatitis E,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.19,0.03,13.5,1.79
285,Cysticercosis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.12,0.02,74.59,9.89
60,Chlamydia,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.1,0.01,33.01,4.38
1630,Collective violence and legal intervention,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.09,0.01,14.35,1.9
410,Otitis media,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.05,0.01,286.19,37.94
230,African trypanosomiasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
240,Chagas disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
250,Schistosomiasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
310,Trachoma,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
315,Yellow fever,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
270,Lymphatic filariasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
280,Onchocerciasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
350,Trichuriasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,1.43,0.19
360,Hookworm disease,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,73.19,9.7
362,Food-bourne trematodes,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0,0
365,Leprosy,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,2.35,0.31
560,Iodine deficiency,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,47.09,6.24
570,Vitamin A deficiency,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,115.31,15.29
580,Iron-deficiency anaemia,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,7322.37,970.63
80,Trichomoniasis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,15.91,2.11
85,Genital herpes,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,12.39,1.64
140,Diphtheria,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.02,0,1.65,0.22
220,Malaria,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,19.6,2.6
1580,Natural disasters,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,120.54,15.98
1310,Infertility,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,318.75,42.25
1280,Benign prostatic hyperplasia,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,134.98,17.89
1470,Oral conditions,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,1708.07,226.42
1360,Osteoarthritis,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,1005.53,133.29
1370,Gout,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,77.96,10.33
1380,Back and neck pain,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,3429.3,454.58
990,Migraine,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,2668.28,353.7
1000,Non-migraine headache,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,380.66,50.46
1030,Glaucoma,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,74.35,9.86
1040,Cataracts,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,331.93,44
1050,Uncorrected refractive errors,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,2562.23,339.64
1060,Macular degeneration,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,60.42,8.01
1070,Other vision loss,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,346.53,45.93
1080,Other hearing loss,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,3256.76,431.7
742,Testicular cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,1.35,0.18
720,Corpus uteri cancer,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,3.62,0.48
812,Sickle cell disorders and trait,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.03,0,61.84,8.2
830,Depressive disorders,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,5016.54,664.97
840,Bipolar disorder,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,659.45,87.41
850,Schizophrenia,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,1445.86,191.66
880,Anxiety disorders,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,2386.1,316.29
890,Eating disorders,Bhutan,BTN,2018,BTSX,ALLAges,754396,0.01,0,275.38,36.5
900,Autism and Asperger syndrome,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,350.73,46.49
910,Childhood behavioural disorders,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,517.39,68.58
920,Idiopathic intellectual disability,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,892.52,118.31
755,Mesothelioma,Bhutan,BTN,2018,BTSX,ALLAges,754396,0,0,0.62,0.08
1130,Ischaemic heart disease,Bhutan,BTN,2019,BTSX,ALLAges,763094,702.43,92.05,14201.33,1861.02
1180,Chronic obstructive pulmonary disease,Bhutan,BTN,2019,BTSX,ALLAges,763094,524.43,68.72,10600.95,1389.21
1140,Stroke,Bhutan,BTN,2019,BTSX,ALLAges,763094,360.25,47.21,7445.57,975.71
390,Lower respiratory infections,Bhutan,BTN,2019,BTSX,ALLAges,763094,177.09,23.21,7079.22,927.7
490,Neonatal conditions,Bhutan,BTN,2019,BTSX,ALLAges,763094,176.97,23.19,18573.06,2433.92
